9.3,67.8767122564759,9.24,1.03,577,353.45,19.18,0.6006682793,0.5847779693,-16.7270625532,0.8729374925,0.8425122038,9.4,3.9,-1.82841295746728000,-0.2437996488659310,59.6253096669213,83.6071292342175,62.7641,0,0.972099026936199,67.9173238534766,73.1396197698548,8865643799,-2540908.62892532,9.3000,2.8883,42.0718,10.97,1.6,94.75,0.867652126058815,1188.40002
9.09,68.1215887832185,9.17,1,541.8,361.55,19.19,0.600842816,0.5964543584,-3.7780473652,0.8534264724,0.9375002319,9.2,3.8,0.01992155409275010,1.2470923911338500,58.4961967393182,79.1680780529796,62.3067,0,0.972156848708720,68.1316520996461,73.5764659610255,8952762149,-136998356.46593100,9.0900,3.2236,41.206,3.65,5.7,94.77,0.875282288751336,1171.69995
9.15,68.4276844416468,9.26,0.92,563.5,366.9,18.17,0.6208272757,0.6070851008,28.7294192744,1.2631578947,1.22327122,9.1,3.8,-1.92907363537813000,-0.0554990778895557,57.7442754828330,82.1203003864195,61.6888,0.6107848371596370,0.968727574194148,68.2800331931480,75.2423796030369,8736725552,-79080513.33791060,9.1500,3.6273,40.835,-0.32,2.88,94.39,0.910683963024202,1162.5
9.2,68.8026516232215,9.46,0.56,366.4,363.6,19.40,0.5979629594,0.6184129411,-25.0878043497,0.8587257618,0.8062645952,9.6,4.0,5.50119457577279000,6.4504426609046400,58.9694821440066,85.4312382466554,61.2455,0,0.969615470634348,68.0574615528951,79.6428206509974,9023409868,-26931152.53136440,9.2000,3.8222,39.9692,3.82,8.39,94.31,0.912825763078243,1139.69995
9.33,69.0092661926606,9.41,0.96,691.4,347,19.77,0.5687280511,0.6173672943,-24.8635107222,0.7207033602,0.7848383367,10.2,4.4,-6.01082739102530000,-6.6781284595041400,58.5127770799965,81.1692128520304,60.5607,0,0.974748244902044,68.1316520996461,75.8145723345181,9057192111,-1243029853.81719000,9.3300,3.5362,39.5982,-4.34,-0.86,94.71,0.891105332437611,1128.90002
9.2,68.9633518438963,9.24,1.09,517.3,350.5,20.50,0.5859199226,0.6099606295,0.3727833902,0.9902444899,0.9818079183,10.2,4.6,3.47671052714106000,3.3020095604677700,58.6924196194181,84.8795244491812,62.0064,0.6150560597971170,0.975058302251703,68.4201708925665,75.3851206795801,9222767171,-172875986.30636200,9.2000,2.5373,38.8149,-0.01,5.87,95.04,0.866960503124698,1089
9.29,69.2158807620997,9.13,0.94,425.5,357.4,22.21,0.6447388126,0.6164087848,13.9913470899,1.0955076478,1.0568645964,10.0,4.6,-1.05119114509052000,-2.5058780888943600,59.2566112148316,84.3726353240849,62.102,0,0.973067769700187,68.5685519860685,76.0647770758010,9178668046,316550115.39443600,9.2900,2.2149,38.3201,-1.78,-2.93,95.10,0.862842991678214,1101
9.47,69.3918857656960,9.15,0.6,519.4,366.85,21.11,0.5970902756,0.6197199996,-15.8950205959,0.8686017102,0.9813953862,9.9,4.6,1.32938027379489000,1.8998631257295600,59.3433869983846,82.9806008395296,61.4006,0,0.979954702496341,68.5685519860685,77.0631596291059,9312421437,-90696803.90878490,9.4700,2.8468,38.2995,0,1.53,95.85,0.828502301691378,1069.09998
9.68,69.2694475023246,9.15,0.68,450.9,353.4,18.41,0.7262474822,0.6216370187,6.1285654961,0.9940985186,0.9497026691,9.9,4.7,-3.21581102429310000,-3.4305839152347500,58.8666153297992,86.4492503112379,61.7872,0.6243103755116570,0.984226495115978,67.7029956073071,77.6031543188774,9573044792,-438553392.54683300,9.6800,2.7936,37.5368,4.22,1.15,96.50,0.800371344500110,1092.69995
9.48,69.4378001144602,8.75,0.67,470,354.15,18.16,0.6082606286,0.6242511357,-0.0270189133,0.8519812116,0.9686877639,9.9,4.8,2.74705136666625000,0.2249666624691260,58.5483582896851,98.9754128132813,62.6301,0,0.984000197983950,67.7194823954740,77.7716869056478,9079845867,-209227092.77910900,9.4800,2.2768,39.7012,-7.2,-6.44,96.24,0.803616270739392,1180.19995
9.58,69.6597194668207,8.73,0.78,419.4,353.05,18.05,0.5825164556,0.6279980367,36.50593883,1.1174274359,1.1290915673,9.7,4.8,-2.75257554888383000,2.5088728545528000,57.9224074554345,99.7285440387466,62.5719,0,0.976030289965284,68.0244879765613,77.0118066829917,9214819867,-480137531.32754400,9.5800,2.2579,40.4433,0.1,4.2,95.88,0.826186976169996,1210.59998
9.63,69.6750242497421,8.81,1.21,548.9,341.5,17.63,0.6095696543,0.6132718444,23.5780251172,1.2263037456,1.0610416387,9.5,4.7,0.17941527991655900,0.5930842537145320,57.8937051905174,98.4613194449188,62.2805,0.6342765616657770,0.969990978513861,68.1811124641467,72.6401795848676,9175398666,-665502393.41198200,9.6300,2.7073,40.7731,-4.02,2.71,95.76,0.847295109804437,1193
9.56,69.7515481643492,8.85,1.14,438.6,336.25,18.92,0.6566073127,0.6230312144,23.951472346,1.0480549199,1.0443062813,9.4,4.7,2.68071921869550000,-1.0470584554312700,57.3908381073458,97.8294458199855,61.9946,0,0.967142670549905,68.3294935576487,78.1261365690753,9366908825,-181569612.22016000,9.5600,2.7621,39.9692,0.39,1.88,95.79,0.840683789498734,1192.80005
9.57,70.0117294740133,8.84,1.06,487.6,337.55,19.89,0.6244925478,0.6182386666,1.8473204284,0.8269300253,0.9548188652,9.3,4.7,-0.13841017262365100,-4.1262347017620300,56.1491141042882,96.3421400953882,61.6002,0,0.966629536558032,68.6839595032367,77.2316840697103,9383285322,183416418.97972000,9.5700,2.7747,40.5052,0.23,-3.52,95.65,0.827374386153659,1230.80005
9.58,70.2336488263738,8.92,1.06,429.5,343.4,21.16,0.6371464633,0.6170187454,-18.2186328162,1.0926171263,1.0004079281,9.3,4.6,0.80776946000397600,1.7909832476119800,58.2197964077164,97.5780177051788,62.533,0.6364121729845170,0.973919567059411,68.8900443553227,75.8945940419969,11062035880,217578625.62871900,9.5800,2.6392,39.7837,3.02,-1.74,96.03,0.803113046884102,1162.80005
9.62,70.5550492677235,8.92,0.6,241.8,357.95,20.24,0.5771058159,0.6068236891,19.7406289375,0.9757918825,0.9654262972,9.9,5.0,-1.64479416907087000,0.4041465988668380,58.8131745350378,97.3407859588381,62.4215,0,0.989045378915130,68.5850387742354,74.8632609093074,10723541711,257298605.10313600,9.6200,2.547,38.6706,-3.95,-7.32,96.95,0.761107489111277,1145.30005
9.75,70.4402633958129,9.07,0.98,546,340.5,19.74,0.554328768,0.6103963157,33.1022113419,1.0046970974,1.0446371816,10.5,5.4,-1.11440704556611000,-1.2095941670235000,56.3276481247224,97.2851127036132,61.281,0,0.993001275969010,67.7194823954740,76.6884773042031,10951539880,-917535740.04893400,9.7500,2.0736,36.7329,1.05,-1.89,97.65,0.741308233287638,1057.30005
9.55,70.5627016591842,8.81,1.15,497.5,349,20.27,0.6114895587,0.6111805508,-11.5424599498,0.9524268337,0.8684831325,10.6,5.5,-0.62923351615858300,-1.0518704822164200,56.8034434435138,93.3895137092811,61.27,0.6470902295782170,1.000837734037140,68.1316520996461,75.5206304740481,9593149044,237107677.51035500,9.5500,2.3191,36.2588,-2.96,-6.03,98.65,0.739543231391253,1109.19995
8.7,70.7157494883984,8.28,0.9,403.1,338.8,20.26,0.6312994816,0.6118776486,-1.4118195116,1.0037335903,1.0419435758,10.6,5.6,0.71601009165901900,-2.1373939607732300,56.3378544480485,96.1187883229022,60.5564,0,1.013186961517740,68.0244879765613,74.3739674707064,9055132497,611198837.87515600,8.7000,2.1669,36.2794,-1.23,-5.67,100.00,0.757106487621437,1140
8.72,70.9376688407589,8.02,0.76,372,333.7,19.21,0.5655863893,0.6022054158,3.0474423284,0.9174996989,1.0113028446,10.5,5.6,-2.29296770057412000,-0.2825067440672420,55.7320365307397,92.0905462737386,59.9288,0,1.006786233523840,67.8761068830594,75.1578146887947,8020594387,135186254.79983800,8.7200,2.2276,37.3925,-4.76,-7.69,99.24,0.808762540313684,1128.09998
8.71,70.9300164492982,7.91,0.48,444.1,332.9,18.14,0.7333162212,0.6042095722,5.7038444165,1.0439600145,1.0038722317,10.6,5.8,-1.22741595755956000,2.0469172800736600,54.6210404288950,94.3382477905751,59.1888,0.6506495817761170,1.011296664167520,67.1671749918834,75.2593517405978,10913882157,-513585804.62519700,8.7100,2.3973,37.1864,-2.8,-2.45,99.88,0.806514146043991,1127.09998
8.24,71.4121171113227,7.52,0.68,313.9,330.75,17.39,0.569600735,0.6043838466,2.3050212061,0.8286161628,0.9910162223,10.8,6.0,4.18995964076283000,-9.4006693960386700,55.5361005590878,83.0461782179810,57.9658,0,1.008771990001870,66.7632486817947,74.3889474138640,10730688474,722280000.00000000,8.2400,2.8433,38.2583,-1.44,-11.82,99.75,0.824726883309081,1188.30005
8.75,71.5957745063797,7.65,0.84,362.9,328.75,18.47,0.5664590732,0.6169316082,-16.0964666263,0.9249668794,0.94734772,10.8,6.1,5.00201349652823000,10.1036198971960000,55.8362909027459,83.5952386828773,58.5159,0,1.007733072378350,66.7055449232106,78.3424041648171,11010489935,467220000.00000000,8.7500,2.7793,39.9692,6.42,-5.29,99.98,0.839786414939055,1207.5
