8.4,71.7182127697510,7.38,1.27,359.5,336.9,18.79,0.6294668456,0.6087407083,5.9569990044,1.3243405998,1.1242478785,10.7,6.1,2.83569253655022000,2.7134176464776200,57.3225368511276,80.2597522345194,58.757,0.6534970635344370,1.006237986569420,66.9610901397974,73.5182586001679,10336702645,561000000.00000000,8.4000,2.9325,41.3297,9.24,-3.29,99.99,0.840520179772384,1262.19995
8.05,71.7794319014367,7.42,1.1,263.2,353.45,18.67,0.636622853,0.6108320019,-7.132897834,0.9550764784,0.9698169812,10.6,6.0,1.08604751034062000,-1.3767810978175900,56.8053701064085,80.3711730061287,59.0037,0,1.003680519888780,67.2660957208847,75.0916432878231,10761684417,820690000.00000000,8.0500,2.9073,41.8656,7.55,-3.62,99.99,0.814302960592366,1197.5
7.27,71.8942177733473,7.38,0.99,302.9,381,18.51,0.6018900366,0.6040352977,13.6607551334,0.9119595327,1.0852543324,10.6,6.0,-8.82757387056022000,-9.7403072421360600,57.3869780476966,79.7381427261514,57.6321,0,0.999464056700324,67.0600108687986,74.2091567233440,10660484929,897340000.00000000,7.2700,2.6888,40.3196,-1.81,-9.26,99.48,0.818093252586149,1196.90002
6.95,71.9018701648080,7.19,1.1,260.1,379,17.65,0.6399390515,0.6107448646,5.1066914761,1.2120920149,1.0514956745,10.8,6.1,13.21749580017410000,10.7900744282800000,56.7661338350824,79.4325468798319,58.5503,0.6627513792489770,0.989918746381715,66.9116297752967,75.4865445214514,10378749127,1308680000.00000000,6.9500,2.3752,40.8143,10.28,-1.24,98.78,0.841581164058414,1279.5
7.24,72.3763184353719,6.99,0.56,166.4,403.7,16.78,0.5811201615,0.6074336498,49.5252582287,1.3551728291,1.443556164,11.4,6.5,-2.74883569803964000,-0.8339531084260960,56.5391737528983,79.3984428697150,57.2027,0,0.983409375587620,67.2166353563840,74.4053257687969,10194351035,1095460000.00000000,7.2400,2.5813,43.4735,9.04,-2.46,97.94,0.877699250617875,1326.40002
9.53,72.6824140938002,7.04,1.11,418.9,370.6,16.70,0.546823687,0.60900212,1.292375174,1.1053835963,1.0581378132,12.2,7.1,1.97344975053457000,3.0073154238642600,55.3187001914141,80.5054195679928,58.2716,0,0.970731053594656,67.1177146273827,75.2599456698296,9575717823,-84550000.00000000,9.5300,3.1831,44.4629,12.44,1.71,96.48,0.890465767143696,1306.80005
9.87,72.5523234389682,7.23,1.41,299.7,352.65,16.01,0.6156784411,0.6074336498,41.3026945807,1.290617849,1.2271900683,12.4,7.4,3.50356035122974000,0.1360690371325240,57.0789377542985,77.3110845030395,59.0116,0.6648869905677170,0.966593997519442,67.0105505042980,74.9993005403510,9483585780,1416570000.00000000,9.8700,2.8197,43.2055,17.12,2.93,96.47,0.863286721087558,1300.09998
9.13,72.6364997450359,7.2,1.14,329.5,369.1,16.61,0.6248416213,0.6070851008,5.714318857,1.1039383355,1.101483554,12.4,7.4,-1.92778457772338000,0.0786697657786519,56.5890033779150,77.5776177810483,58.5801,0,0.953188924680400,67.2166353563840,75.5119789164576,8843309738,1196930000.00000000,9.1300,2.7162,44.6072,14.05,5.26,95.23,0.883782557715810,1381.40002
8.17,72.7359808340252,6.95,0.61,349.8,370.8,15.20,0.550925301,0.5971514563,22.3314183922,1.1453691437,1.2371411141,12.3,7.5,-0.76819624509118300,0.6526839842307740,55.4401796898246,69.0150308800241,58.2887,0,0.963372185425402,67.3650164498860,71.3768906172106,9005402714,893420000.00000000,8.1700,2.5351,45.7409,15.83,6.25,96.27,0.897389433290613,1388.69995
7.09,72.8431143144750,6.65,0.68,302.3,390.65,13.73,0.7480645779,0.6020311413,5.9441790383,1.091894496,1.0635441945,12.4,7.6,5.37888562413939000,2.4979587972878600,57.3222687402086,71.1701559286161,58.8795,0.6684463427656170,0.977022853200019,66.9610901397974,75.4308097481760,9186809891,509600000.00000000,7.0900,2.6972,47.658,23.57,6.72,97.82,0.885661590633591,1473.09998
6.96,73.1415575814426,6.54,0.61,229.3,378.2,14.29,0.5733532754,0.6060394541,9.0228167585,0.870046971,1.0804338001,12.5,7.8,-1.74911515351058000,-1.3184022165781700,59.2526798150829,79.0196207761044,60.6359,0,0.977614887848869,67.1177146273827,74.7470646551467,9812511941,869950000.00000000,6.9600,2.4218,49.6369,16.53,16.24,97.40,0.897962067332839,1529.40002
6.45,73.3787817167246,6.67,0.75,211.7,380.75,13.80,0.5495290069,0.6190229017,42.8706530448,1.2947127544,1.3534818741,12.5,7.8,-1.80643404683115000,0.1754837502047310,58.2156275047219,75.2440584762830,60.1944,0,0.983749681230805,67.4227202084701,75.7376007745496,9868773647,778870000.00000000,6.4500,2.4904,49.9667,8.97,5.76,98.09,0.887297687897094,1515.80005
6.15,73.3787817167246,7.08,1.27,331.4,389.7,13.82,0.6710065958,0.6286079973,-1.5739531289,1.2318439118,1.1065527438,12.4,7.7,3.88302921070313000,2.5342177792311000,59.1388034603160,81.1991233858364,60.375,0.6720056949635170,0.990766637027683,67.3155560853854,76.8702975996130,10097046448,1040220000.00000000,6.1500,2.3154,49.3689,10.08,5.57,98.99,0.864022964856135,1464.5
5.93,73.5088723715566,7.22,1.2,326,376.45,15.23,0.6330448493,0.6229440772,26.5095039143,1.2253402385,1.2269106517,12.3,7.6,-1.79656701708279000,0.9567416114262280,56.8245917668770,72.5135731249338,59.2973,0,0.988430919932446,67.8761068830594,74.3046998302036,10275916245,779960000.00000000,5.9300,2.4094,48.9154,6.94,8.07,98.75,0.866811767009834,1522
5.34,73.7307917239171,7.44,1.14,234.3,386.25,16.19,0.621350886,0.6185872156,-3.1728706413,0.9425508852,1.0508206163,12.2,7.5,2.35526563382049000,-1.9348360748211800,56.7130052929814,83.2996592948912,59.0924,0,0.995843806508659,68.1811124641467,75.2095308108825,10564710179,1240800000.00000000,5.3400,2.5545,49.946,20.06,17.41,99.39,0.845758169950843,1488.90002
5.42,73.8838395531313,7.89,1.17,380.4,385.4,16.76,0.647793206,0.6173672943,8.9242047258,1.2593038661,1.1453333012,12.1,7.3,2.82092921122244000,4.9261990497336700,57.9199945549380,82.0022738102398,59.4663,0.6748531767218370,0.999914304430941,68.4861180452341,74.4659227136696,10533965354,1216840000.00000000,5.4200,2.7565,47.2869,9.04,11.2,99.79,0.832285156879417,1410.5
5.46,74.3429830407737,7.9,0.7,226.1,384.05,17.60,0.5951703711,0.6218984304,-33.6944163702,0.9367698422,0.9571583395,12.6,7.6,-6.35026273181489000,-5.1005975549586100,55.0365873297370,82.1923151303550,54.4033,0,1.013836898095740,68.6344991387360,75.7691726500537,10478040356,1082880000.00000000,5.4600,2.7173,46.5448,5,6.42,100.61,0.803115525819350,1461
5.5,74.4577689126844,8.14,1.13,494.4,386.25,16.89,0.562095654,0.6219855677,19.1824592835,1.3660122847,1.2611146683,13.2,8.0,5.81883750530335000,5.7952930574330200,58.9145057150299,84.6253193422766,61.1599,0,1.014483797112160,68.5355784097347,74.5507922017376,10726179155,-79030000.00000000,5.5000,2.4426,47.9053,8.96,9.3,100.94,0.800358949823872,1481.5
5.4,74.3353306493130,8.53,1.3,572,395.35,15.90,0.636622853,0.6258196059,-7.8386486607,1.1976394074,1.1309949504,13.4,8.0,0.09422047591363790,0.3942382247267090,57.7688555096299,85.8400553849959,60.3945,0.6848193628759570,1.011586709483470,68.3294935576487,75.2905957898792,10881834858,1131410000.00000000,5.4000,2.4575,46.38,5.37,9.58,100.91,0.791273652140932,1376.09998
5.22,74.1822828200989,8.44,1.29,485.6,387.4,16.49,0.6331321177,0.6250353708,-3.9513259672,1.032879682,1.0579603483,13.2,7.9,-0.96635289405167200,-2.1081257478516300,57.3013796382615,85.5393231035350,59.9811,0,1.011352129643620,68.5850387742354,75.6552164286924,10812015377,1205020000.00000000,5.2200,2.1281,44.566,6.4,7.18,101.17,0.776164541806004,1375.30005
5.14,74.1822828200989,8.31,0.99,547.3,383.35,17.19,0.5869671431,0.6263424293,-18.1739353857,0.9632662893,1.0123038874,12.9,7.8,7.83659436776379000,5.5327140190239100,59.5218810700577,92.6919766717323,61.9471,0,1.008499817792710,68.8405839908221,74.2112412202479,10313977790,1289540000.00000000,5.1400,1.9884,45.0401,15.63,12.38,101.07,0.786053014509208,1409.59998
5.37,74.1975876030203,8.27,0.86,546.8,382.5,15.93,0.7663036699,0.6231183517,7.0910546979,1.1012886908,1.1389606951,12.8,7.7,0.86455061184303100,-0.3295742910993880,53.8696775573168,105.1166071960290,56.4543,0.6876668446342760,1.005415968695080,68.6344991387360,76.1832988713884,10381830265,673710000.00000000,5.3700,1.8594,45.3699,10.67,9.28,101.05,0.802508186683656,1389.59998
5.36,74.5113356529093,8.41,0.78,383.7,375.85,16.55,0.6125367793,0.6132718444,-3.593454045,0.8772732747,1.041608908,12.7,7.8,3.52617438433720000,9.1455555790318800,59.8200818795887,77.5316691955812,62.0977,0,1.014755135594040,68.9889650843240,78.1086531201991,9924335739,826000000.00000000,5.3600,1.8728,44.6897,16.62,20.87,101.75,0.782887414197854,1353.09998
5.42,74.7179502223484,8.23,0.96,439.3,375.7,17.11,0.5439438304,0.601159769,-33.6978549942,0.852703842,0.8973875148,12.6,7.7,-0.50287356321839100,-1.9909984029424600,61.0216831664612,92.0516594337707,63.2498,0,1.023484022166850,69.4423517589133,73.8616169561053,10104860577,1033000000.00000000,5.4200,1.825,44.2568,18.17,18.25,102.65,0.766285984843790,1325.69995
6.34,74.6567310906627,8.1,1.25,595,386.55,17.01,0.6583526803,0.6065622774,-11.4388462552,1.032879682,0.9799758767,12.4,7.5,0.69494584837545100,0.1629500878942900,61.7370812372356,80.0330915507490,63.6002,0.6883787150738570,1.044330834270740,69.1950499364101,74.2761084817784,10175528444,1227300000.00000000,6.3400,1.7416,42.8757,14.54,15.52,105.05,0.720725633925716,1300.40002
5.32,74.7715169625734,7.76,1.27,671.9,389.5,18.65,0.6404626618,0.6137946678,-20.7177718872,0.9676020715,0.9727221017,12.1,7.3,-1.14726180872995000,1.7974226753300500,59.5106658427681,90.0896622759838,62.4667,0,1.047645149734600,69.6978969755000,75.7367353352226,11307966658,636900000.00000000,5.3200,1.7177,44.834,15.3,16.48,105.51,0.704476213376830,1424.30005
5.18,74.7485597881912,7.45,1.31,510.8,384.25,18.35,0.6566945811,0.6196328624,-17.4410799728,0.8127182946,0.8675461522,12.0,7.1,-0.47148426874603300,-2.6916296999399500,63.0945198101000,86.2109156833850,65.0672,0,1.036889299013390,69.9534421920867,76.8173321959800,11332499475,978500000.00000000,5.1800,1.3804,47.1839,12.11,15.58,104.61,0.718628454706134,1454.30005
4.65,74.8250837027983,7.2,1.17,521.6,387.6,17.31,0.6555600921,0.6117033742,-22.5612815185,0.9719378538,0.8869314308,11.9,7.0,3.42534390088367000,2.1519503916709000,62.1333401147511,84.5021064727702,64.4728,0.6883787150738570,1.037127608156690,69.6978969755000,75.1226383907660,11478937091,1249400000.00000000,4.6500,1.274,46.5655,12.77,12.53,104.71,0.713150007808646,1431.90002
4.56,75.2306604502158,7.21,0.55,336.8,383.35,15.85,0.5951703711,0.60900212,-4.1832664096,0.8842587017,0.9171178562,12.5,7.3,-6.13934642825685000,-3.7884028880725700,58.5967937108987,81.5807466976302,62.4509,0,1.043721593988200,69.6484366109994,75.1987767584556,10982285859,1185900000.00000000,4.5600,1.194,47.2663,13.03,14.08,104.77,0.707815339155526,1473.19995
4.46,75.4143178452728,7.07,0.99,693.1,381.65,16.10,0.5728296651,0.6088278455,-39.1179328459,0.8172949536,0.7677926793,13.2,7.8,0.59121621621621600,0.7180401251759650,61.9425198604961,85.0836528553937,63.567,0,1.031505037261160,69.9039818275860,74.5423136734081,10795265895,53900000.00000000,4.4600,1.2847,47.8023,7.44,8.61,103.58,0.735800039167177,1464.80005
4.23,75.2230080587551,6.91,1.04,602.3,383.75,16.70,0.6446515442,0.6140560795,-36.4534420955,0.7854992172,0.7187083611,13.4,7.9,1.54865192648568000,1.6239316239316200,60.6587983779990,82.9150371121427,62.6229,0.6898024559530160,1.022377309916850,70.3079081376747,76.2851740592326,11114006471,1184600000.00000000,4.2300,1.1942,47.9672,9,9.94,103.51,0.745901700301686,1461.69995
4.2,75.0852650124624,6.93,0.96,563.1,382.4,16.11,0.6263251838,0.6105705902,-23.049048504,0.8269300253,0.8141105545,13.3,7.9,1.19430408819476000,-0.4818681046851040,61.8359245823022,85.3667746553320,63.6804,0,1.032319432667050,70.0523629210880,74.4916450167526,11292660731,1241900000.00000000,4.2000,1.2172,47.1839,11.38,11.76,104.74,0.722626977260727,1427.19995
3.9,75.2689224075193,6.66,0.73,521.7,387.85,16.86,0.6066897977,0.6165830592,3.0123399393,0.9078646272,1.0427979217,13.0,7.8,-0.79891057648660900,-0.5458450158086260,61.9948849507338,85.7445469554387,63.3645,0,1.034044987725910,69.9534421920867,75.5198003563409,11278030505,825000000.00000000,3.9000,1.4648,47.8023,2.46,5.33,104.52,0.722354294383476,1490.30005
3.78,75.2842271904408,6.6,0.64,572.4,386.7,17.93,0.7821865156,0.6211141953,-24.4552995782,0.8649885584,0.860424445,12.9,7.8,0.97922577102589900,-0.3249057773245760,60.6818647461649,83.8555324320039,63.3215,0.6905143263925960,1.028259262903250,70.2584477731740,78.9553542060943,11601444893,340100000.00000000,3.7800,1.4645,49.9667,2.58,5.33,104.03,0.733950753472369,1559.59998
3.51,75.9729424219044,6.32,0.63,484,403.2,17.85,0.6052062352,0.6195457251,-18.5739862966,0.7447910394,0.8481406121,13.0,7.9,1.99383723037883000,9.7217764583166200,61.1462429794328,79.9036712149937,63.2501,0,1.029467522419590,69.9534421920867,74.6053115164192,11112409833,370500000.00000000,3.5100,1.9616,53.0793,1.06,5.89,103.60,0.745078693799439,1690.19995
3.27,76.1236610266808,6.47,0.63,555.6,400.35,18.00,0.5757095218,0.623989724,-0.0139007344,0.8358424666,0.8972627713,12.9,7.8,1.08405900124400000,-1.1362285985904600,60.6649668923993,64.9483539983864,62.3418,0,1.027718761671090,70.1018232855887,74.4598451757214,11192987705,614000000.00000000,3.2700,1.8814,53.2854,2.67,6.81,103.49,0.746682564904722,1689.90002
3.27,76.1774890998152,6.64,1.24,471,396.7,19.85,0.6662068348,0.6252967825,-10.7046894123,0.8866674696,0.8750725028,12.6,7.6,-0.81751054852320700,-0.3642953566211140,59.6508564964170,86.6766024398470,62.3506,0.6976330307883960,1.018444964818100,70.5139929897608,76.8457192527633,12894617637,598400000.00000000,3.2700,2.037,53.203,1.13,6.25,103.08,0.753214559282497,1639.40002
3.24,76.3066764753378,6.46,1.09,437.6,390.15,20.90,0.6532911141,0.6281723112,-2.0068197097,0.9866313381,0.9532013228,12.4,7.4,-0.00886289107506869,-2.1250927988121800,62.1320810759370,86.3619818812834,63.8888,0,1.009543610070760,70.6129137187620,75.8837713332735,12402086403,726400000.00000000,3.2400,2.0531,54.5222,2.29,2.15,102.27,0.766610725361243,1721
3.22,76.1774890998152,6.44,0.97,509.3,390.55,19.15,0.6590508274,0.630350742,21.5783147699,0.9630254125,1.0547479917,12.1,7.2,3.34160609820954000,2.1408931449701300,61.9957066499332,88.9379741257814,63.8263,0,0.997066366363311,70.3573685021753,75.7557931177262,12466396646,889500000.00000000,3.2200,1.9116,55.6147,6.21,7.23,101.41,0.782101591724323,1753.40002
3.27,76.1882547144421,6.57,0.97,452.4,381.3,18.46,0.6683885444,0.6347947409,12.2876917349,1.113814284,0.9959148309,11.9,6.9,-2.28149927094948000,-1.1603297192930300,60.4737788728914,89.8356796813788,62.6129,0.7011923829862960,0.997970581650500,69.9534421920867,78.4223760838508,12588001761,873700000.00000000,3.2700,1.8218,56.0682,0.35,3.75,101.37,0.778933512477721,1742.90002
3.34,76.6834729872786,6.59,0.7,207.9,385.5,19.57,0.638891831,0.6341847802,4.1313313238,1.0133686619,0.9550070335,12.3,7.1,-2.98428859826209000,-3.1931478803133000,61.2210702462253,89.0968155878594,64.0179,0,1.005960353752600,69.6978969755000,77.5626863114431,12876921764,1291700000.00000000,3.3400,1.9311,55.1612,3.73,4.39,101.70,0.770155602765500,1696.90002
3.26,76.8772540505625,6.42,1.07,664.6,387.25,20.51,0.5905451468,0.6313092516,39.5328049919,1.0523907022,1.0713226619,13.0,7.5,2.15326155794807000,3.7175730999825400,60.6982993750708,81.3356852599145,62.7994,0,1.015984704149680,69.8545214630854,75.8495489181238,12869900509,-100100000.00000000,3.2600,1.9399,56.027,5.34,7.5,102.30,0.757190771419860,1714.30005
3.09,76.7157698311593,6.23,1.34,480.8,379.3,22.63,0.6388045626,0.6326163101,53.5940171347,1.2313621583,1.1038930432,13.0,7.6,3.09981401115933000,2.0596763632962300,62.8328134699240,90.3577869365748,64.8293,0.7026161238654560,1.005246051486150,70.5634533542614,77.5658529330235,12726541714,1168600000.00000000,3.0900,1.9844,56.8721,6.95,7.96,101.68,0.768440179574069,1771.19995
3.04,76.9418477383238,5.89,1.11,409.6,379.3,24.16,0.6658577613,0.6348818781,16.3989200172,0.9504998193,0.9476158932,12.6,7.4,1.56343956704750000,0.4115037759366520,63.6371116433671,87.5454256460347,65.0795,0,0.998333858429681,70.8189985708481,76.1536380098430,12811687846,1214900000.00000000,3.0400,2.4726,58.3563,7.34,8.93,100.86,0.780480368072306,1795
3.06,77.0602694992195,5.82,0.92,511.1,371.9,22.76,0.6333066545,0.6429856408,-12.9920119535,0.7633385523,0.9073174911,12.2,7.3,1.59857904085258000,-2.3886236890864500,63.0092602833313,85.9203101190347,65.1725,0,0.999320508468945,70.3079081376747,78.3121499855976,12706084836,1151800000.00000000,3.0600,2.3799,59.9229,9.93,6.91,100.67,0.772255260920330,1887.19995
3.03,77.2002224893689,5.73,0.7,572.6,369.55,23.78,0.7650819126,0.6356661132,6.6171679738,0.9521859569,0.9173601758,12.1,7.2,-1.42357642357642000,2.9202199281867100,63.7659004919938,92.8387913048478,65.5754,0.7040398647446160,0.989851932858990,70.5139929897608,77.0721257813530,12325697973,55100000.00000000,3.0300,2.545,61.2215,7.31,10.39,99.83,0.793194826957925,1895.5
3.03,77.7385032207130,5.71,0.55,555.8,345,23.54,0.6495385737,0.6423756801,3.259771816,0.7443092858,0.8757880608,12.0,7.3,1.24144920192551000,1.3146538017752800,61.8415598769882,71.2467033900662,64.354,0,0.982941172857394,70.7118344477634,77.1743781148422,12884196135,818400000.00000000,3.0300,2.3239,64.767,6.52,1.94,98.94,0.819828507259562,2051.5
3.13,77.6416126890711,5.45,1.05,474.5,360.6,20.85,0.5834764078,0.6401101121,13.1797192456,0.9437552692,1.0155194855,11.8,7.2,2.50250250250250000,1.4724608569327600,63.4967012206582,87.6722402417283,65.7735,0,0.969014548533877,70.8602155412653,77.8296493649911,12749487801,951600000.00000000,3.1300,1.9941,68.4568,8.02,4.62,98.15,0.856658048235122,2142.3999
